 # time: energy:  px:  py:  pz:  baryon number:  charge: strangeness:
  2.000000E-01  2.929152E-01  3.218277E+00  3.751020E+01  2.921874E-01  3.363621E+00  3.969290E+01  2.927537E-01  3.343687E+00  3.935500E+01
  4.000000E-01  2.885481E-01  3.217442E+00  3.750380E+01  2.884081E-01  3.363012E+00  3.969120E+01  2.882194E-01  3.342446E+00  3.934150E+01
  6.000000E-01  2.843782E-01  3.216241E+00  3.749110E+01  2.848637E-01  3.362549E+00  3.969150E+01  2.839830E-01  3.341420E+00  3.933170E+01
  8.000000E-01  2.807648E-01  3.216019E+00  3.749640E+01  2.810952E-01  3.361926E+00  3.969110E+01  2.800544E-01  3.340152E+00  3.932070E+01
  1.000000E+00  2.772184E-01  3.215282E+00  3.749340E+01  2.774142E-01  3.361219E+00  3.969050E+01  2.758082E-01  3.339055E+00  3.931230E+01
  1.200000E+00  2.743436E-01  3.215227E+00  3.750300E+01  2.736680E-01  3.360366E+00  3.968900E+01  2.715139E-01  3.337743E+00  3.930360E+01
  1.400000E+00  2.710026E-01  3.214734E+00  3.750650E+01  2.699545E-01  3.359409E+00  3.968710E+01  2.671264E-01  3.336456E+00  3.929600E+01
  1.600000E+00  2.675019E-01  3.214510E+00  3.751550E+01  2.662552E-01  3.358541E+00  3.968690E+01  2.631629E-01  3.335110E+00  3.928750E+01
  1.800000E+00  2.644156E-01  3.214184E+00  3.752300E+01  2.626189E-01  3.357501E+00  3.968550E+01  2.588696E-01  3.333673E+00  3.927930E+01
  2.000000E+00  2.599140E-01  3.213292E+00  3.752270E+01  2.589385E-01  3.356436E+00  3.968470E+01  2.551337E-01  3.332338E+00  3.927130E+01
  2.200000E+00  2.560660E-01  3.212700E+00  3.752780E+01  2.552416E-01  3.355338E+00  3.968420E+01  2.507970E-01  3.330358E+00  3.925470E+01
  2.400000E+00  2.522204E-01  3.211847E+00  3.752980E+01  2.514862E-01  3.353936E+00  3.968120E+01  2.466698E-01  3.328802E+00  3.924790E+01
  2.600000E+00  2.483143E-01  3.211617E+00  3.754350E+01  2.477408E-01  3.352556E+00  3.967920E+01  2.424622E-01  3.327308E+00  3.924110E+01
  2.800000E+00  2.445402E-01  3.211298E+00  3.755660E+01  2.439796E-01  3.351250E+00  3.967860E+01  2.386018E-01  3.325660E+00  3.923400E+01
  3.000000E+00  2.409432E-01  3.211507E+00  3.758040E+01  2.400603E-01  3.349649E+00  3.967570E+01  2.341513E-01  3.323405E+00  3.921840E+01
  3.200000E+00  2.366979E-01  3.211003E+00  3.759240E+01  2.364190E-01  3.348022E+00  3.967310E+01  2.298505E-01  3.321537E+00  3.920840E+01
