# time rhocen_baryons rhocen_antibaryons ptot baryon_number charge strangeness temperature(central) mu_B(central) Qzz(central)
  2.000000E-01  1.591220E-01 -2.274939E-07  3.453056E+01 -4.565076E-05  1.136605E-04  2.884818E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.627969E+00  7.717847E-05
  4.000000E-01  1.591326E-01 -6.713526E-07  3.453062E+01  8.145191E-05  3.198852E-04  2.687033E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.627993E+00  2.800646E-04
  6.000000E-01  1.589808E-01 -5.762626E-07  3.452981E+01  2.215319E-04  5.233197E-04  2.598491E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.627647E+00  2.209356E-04
  8.000000E-01  1.587228E-01 -3.502629E-08  3.453021E+01  3.849936E-04  7.417911E-04  2.717996E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.627059E+00  2.356639E-04
  1.000000E+00  1.590342E-01 -6.417245E-07  3.453054E+01  5.557938E-04  9.567125E-04  2.936252E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.627769E+00  3.699211E-04
  1.200000E+00  1.585581E-01 -4.295960E-07  3.453134E+01  7.220646E-04  1.172475E-03  3.247457E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.626683E+00  1.142303E-04
  1.400000E+00  1.588941E-01 -2.518142E-07  3.453069E+01  8.917355E-04  1.394130E-03  3.276230E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.627449E+00  7.255729E-04
  1.600000E+00  1.584410E-01 -1.429349E-07  3.452782E+01  1.059789E-03  1.615807E-03  2.900600E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.626415E+00  1.234520E-03
  1.800000E+00  1.584703E-01 -5.376833E-07  3.452480E+01  1.208438E-03  1.832979E-03  2.601821E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.626483E+00  8.350974E-04
  2.000000E+00  1.587177E-01 -3.990226E-07  3.452229E+01  1.351601E-03  2.033686E-03  2.401818E-02  3.900000E+01  1.700000E+01  0.000000E+00  0.000000E+00  1.627047E+00  8.504432E-04
